comment,label
존나 정상적이네 진짜ㅋㅋ 정상화 지린다 ㅋㅋ,1
단순히 반찬 가짓수 많이 나온다고 좋아할게 아님..,0
ㅅㅌㅊ,1
난 영국산 말돈소금씀. 아침마다 소금물 가글하는데 이때는 한주소금(정제염) 쓰고 천일염은 찝찝해서 끊음,0
옳게 된 나라,1
이건 좋네,0
서울에도 있음,0
해외토픽이라 다행이네,1
광주가 진짜 대한민국의 수도지,0
열사님들이네 ㅋㅋㅋㅋㅋ,1
아이고 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0
미국생활 중 친한 친구가 베가스 유명 호텔들 방학때마다 돌아가면서 리셉션에서 일했는데 카운터에서 체크아웃이랑 카드 반납할 필요 없다고 하더라. 뭐 서비스 땜에 돈 더 내야해서 더블체크 아닌 이상.,0
가볍긴하지~ 헬륨보다 훠ㅓㅓ어ㅓㅇ어어ㅓㄹ씬 싸고,0
이런 각박한 세상에서도 저런 더러운 벌레들이 타죽는 모습을 보니 세상은 아직 살만한가 봅니다.....,0
해외토픽 왜자꾸 올리냐,0
메모 쓴거 보니 엄청 열심히 살려고 하는 사람이었네ㅠㅠ,0
닥장이자나....,1
유전자보소,1
이게 은폐아님?,0
메모보니까 좀 안타깝네 졸라 착하고 성실해 보이는데 쩝,0
걍 다 맞는 말이네,0
지금도 좀 잠잠해진 느낌인데 이렇게 어영부영하다가 끝날듯 언제나 그랬듯이,0
이걸 안가보고 돈을 주고 사?,0
다른건 몰라도 저거 하나만으로도 찍을 가치 충분했었지,0
유전자에 새겨진것을 깨달아버린www,0
"호세이면 공부 잘하는덴데
march 라인",0
쉐보레 차 좋은데엔 이유가 있었노,1
와... 애기였네 진짜... 고인의 명복을 빕니다,0
역시 경상도네요,0
저게 왜 논란이냐? 선생 잘못이구먼,0
이게 경상도구나,0
치매라던데 저렇게까지 갈 사안인가,0
깖끔해서 좋노 ㅋㅋㅋㅋㅋㅋ,0
에잇,0
무안했네,1
"지지합니다
헬스장뿐만 아니라 온갖 시설 다 적용해야됨
동아리도 포함",1
아재 맞말만 하노,1
나만 목숨 1개고 세이브파일 없음? 무슨 깡으로 저리 건너나,0
전라도잖아,0
만신에 식견까지 뛰어난,0
여성시대,0
딸너무 이쁘다 ㅠㅠㅠㅜㅠㅠㅜㅠㅜㅠㅜㅠㅜ엉엉,0
이거땜에 잠깸,0
밀양은 어떤 곳일까..,1
이거지 ㅋㅋㅋㅋㅋ,0
전라도 밀양이래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
무안이네,0
맞는말인데?,1
이화여대 나온거 캡쳐해서 올린 순간 의도가 ..,0
심리가 궁금하다 ㅋㅋ,0
얼마가 됐건 절도는 맞지,0
깖끔해서 좋노 ㅋㅋㅋㅋㅋㅋ,1
절도는 범죄이나 꽃 한송이의 관용을 봤으면 합니다,0
뇌 녹는거 개무섭네,0
"와 장인어른!!
티비에 출연하셨네요",0
이미 탔는데 또 태우노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
건축업체를 응원해야 하나,0
아...제발 ㅠㅠ,0
진짜 시발 ㅋㅋ,0
쿵쾅대지마..,0
아~ 창원?,1
무한리필 가성비 굿인데 왜?ㅋㅋㅋ,0
1빼고 다 별론디?,0
방송국이 여자 존나 많지,0
그만큼 잘굴러가는 회사라는 증거임,0
맞는말인데?,0
경 상 도 세글자로 요약 끝,0
그나마 저건 괜찮음 들깨가 구수함,0
전라도에서는 저게 기본임,0
20대에 무한리필이면 30분정도 형으로 모실수있다,0
바로 등록하러 간다ㅋㅋㅋ,1
경기도 성남 ㅋㅋㅋㅋㅋㅋ,1
경상도 밀양,1
"개인적으로 자연로그 아니라
그냥 로그를 썼더라도 아쉬운 접근이라고 생각함",0
주산지가 전라도인데 오죽하겠나 ㅋㅋ,1
05년생 노동자 아... ㅠㅠ,0
옳게된 나라ㅋㅋ,1
성실해 보이는데 안타깝다,0
크런키 갖다대는거 존나 웃기네ㅋㅋㅋ,0
외국 지진이 왜 실베?,1
가슴 아프네,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대국맞노 ㅋㅋㅋㅋㅋ,0
어휴,0
점점 정상화가되가는거지,0
맞말이긴해,0
"사실 log쓴다해도 선생이 수학적인 센스가 떨어지는게, a+b = 4ab/3에서 양변을 ab로 나눌 생각을 못한다는거지 ㅋㅋ",0
호이가 계속 되니까....,0
보다보니 설득력있네,1
저사람 리메이크 작가임?원작 작가임?,0
왜??,0
아직 전라도는 안가본 듯…,1
저런곳은 전국적으로 지점 확대해야한다,0
멕시코 갱단 살인에서 왜 갑자기 유태인 비난으로 비트노?ㅋㅋㅋㅋ,0
이건 부럽네…,1
전라도사투리 ㅋㅋㅋㅋㅋㅋ,1
포도글임,0
존나웃기네ㅋㅋㅋㅋㅋㅋㅋ,1
19살바께 안된친구가 혼자 작업장에서 죽어야되는 세상이 밉당..,0
인페르노 부른 그룹맞음?,0
천일염 없어도 김장 잘 담음. 천일염 안씀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
스윗스윗,1
나도 저런 친구 있었는데 손절함,0
떡갈비말곤…,0
일본 저 해파리는 어떻게 요리하는거임 해파리냉채 이렇게 먹는거냐 아니면 뭐 찜기로 쪄서 먹냐,0
경.상.도,0
유럽 몇 나라는 천일염 자체 수입을 못하게 함. 오로지 정제염.. ㅇㅇ,0
열심히 살았던것 같은데 안타깝네,0
"그나라 법에 저촉되는걸로 조사 받겠지 상식적으로
우리나라법에공항드론뛰우면 간첩법임?",0
자존심만 센 인간들끼리 만났네 ㅋㅋ,0
정상화~~~~,1
닭장..,1
자기 자식을 왜..?,0
이건 좀 그런거 같은데....;;;;;;;;,0
와 자전거 타신분 큰일 나실뻔했네,0
근데 왜 다 차 오는 방향 확인을 안하는거지,0
1번빼고 다 쓸모없네,0
혜화역가려고 기모으노ㄷㄷ,1
미래가 밝다,0
무슨 회사 사장님이심?,0
2번 5번이지 뭐 쉽네,1
장인어른,1
절도니까,0
"천일염 먹기 싫은데 마트가면 죄다 천일염임 -,-",0
ㄹㅇ,1
정의가 살아있던 시대..그립습니다..,1
사람은 누구나 '신상'을 좋아한다,0
문희는 포도가 먹고 시포요♡,0
닭장이잖아.......,0
조만간 5.18 민주화유공자명단에 들어가겠네,1
신안 천일염이 진짜 맛있음 근데,0
미나리잖아,0
오리탕 먹어보고싶다,0
"미분 안배웠는데 기울기 미분식으로 구하는거랑

뭐가 다르냐ㅋ",0
ㄹㅇ 갓조국..,0
좀 치노 ㅋㅋ,0
내입장에서 저런거 써있는거보면 1년치 결제때림,0
상관없다면서 글은 왜 올림 ㄹㅇㅋㅋ,0
과연한송이만꺾었을까ㅋㅋㅋ,0
석전은 왜 안 가르치는거냐 아름다운 진짜 전통 우리 문화인데,0
눈물난다,0
이게 맞지 ㅋㅋㅋㅋ,0
아빠 왔노?,1
사실이다,0
미안하다 콴다 처음 들어봤다..,0
궁금한게 저런 놈들은 범죄 저지른 거 반성은 할까,0
캐스팅 존나 잘했네 ㅋㅋ,1
삼가 고인의 명복을 빕니다.,0
유전자 근본은 어디안가노 ㅋㅋㅋㅋ,1
자연로그가 머임 그래서 여기는 다 알고 있는거여?,0
그저 만신,1
그냥 뭐라도 사주면 존나 고마운거 아닌가 ㅋㅋㅋㅋㅋ,0
욕 존나쳐먹고 삭제햇네ㄱㄱㅋㅋㅋ,0
아 이때 생각난다.. 소시 팬카페도 난리났었지 우리가 뭘 잘못해서 상처받나고,0
헐~,0
저때 소원이었던 분들 덕질하기 힘드셨겠다,0
저게 정답,1
"1. 콴다는 걍 대학생이 소소한 돈벌이로 답변해주는 플랫폼이다.
2. 뭔 교육과정이고 뭐고 답변해주는 놈 입장에서는 알필요 없다. 전문적인 자격이 있는 교사가 아니라 걍 답변자니까
3. 따라서 학생의 질문도 ""전문 교사"" 입장에서 답할 필요도 없다. 걍 대학생 유료 지식공유 플랫폼에 가까우니까

답만 맞으면 되는 플랫폼인데
내생각에는 걍 이대출신이라 마음껏 혐오하는듯

근데 콴다 한번도 안써본애들 천지네
진짜 선생이 답변하는줄 아나?",0
저래서 문명이 독보적으로 발전했구나아,0
정상화 ㅋㅋㅋㅋㅋㅋ,0
최소한 좌우는 도리도리하고 건너자 ㅋㅋ에휴,0
옳게된 사회,1
저거보고 지원하면됨 클린기업 ㅇㅇ,1
왜 저럴까,0
이건 볼때마다 웃기네 시발 ㅋㅋㅋ,0
선진국은 다르네 역시,1
디시만 봐도 혐오에 빠진 안타까운 중생들이 너무 많다,0
옳게된 종교,0
야하롱이었노 …,0
복어 독 잘 제거해서 요리하면 겁나 맛있다매,0
"같은 회사에서 같은날 결혼하는것도 흔하지 않은데 ㅋㅋㅋ
같은부서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
근데 어른이 얘기하는데 무시하는건 아니지 ;,0
이게 맞음? 그럼 술마시고 뒷자리에서 잠든동안 운행완료 누르고나서 사고나면 차주책임이라고? 말이안되는거같은데,0
본인이 맘에 들고 편하면 할수있지 머어때,0
좋은건 알아가지구,0
크으... 그저 만신ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0
광주',1
성남 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
영상 공개해봐 내가 판단해준다,1
진짜 앞만보고사나 ㅋㅋㅋㅋㅋㅋ,0
한주소금 먹자 그냥,0
저런새끼들은 손목 잘라버려야되는데,0
저들에겐 당연한일임,0
몽키매직 ㅋㅋ,0
처음들어보는데 ㅋㅋ,0
"사내 분위기는 뒤숭숭함
소통도 없이 갑자기 정책을 180도 틀어버리니",0
맞는말이긴한데…,0
이 나라는 룰도 없고 시스템도 없다 여긴 법치국가가 아니야,0
꽤 오래전에 본 사건인거같은데 이제 판결이 난거구나,0
5.18은 무슨날이예요?,1
"신호 안기다릴거면 좌우라도 살펴야지
차가 알아서 피하길 바라는 건가",0
저런 거 제압하려면 경찰도 헬멧 정도 씌워야 하는 거 아니냐,0
우리 장인어른 욕하지마라,0
이 형님 시원하시네요.,1
중간에 저거 복털조개가 아니라 피꼬막임 블러드 클램 검색했을때도 피꼬막으로 나오고 복털조개는 이름이 다름,0
만 - 신,1
저 애는 갱생이 될지가 미지수네,0
다행히 사람은 아무도 안 다쳤다고 하네요,1
근데 무죄?,0
“광주”,1
걍 10에 해주지 너무 빡세긴하네 ㅋㅋ,0
슬프노,0
미래가 밝은 회사이니 투자하라는 뜻에서 샤라웃 해주는 거임,0
전라도답노,1
그니까 저기에 주식투자 하면 된다는거지?,1
해충박멸,0
전라도',0
착해졌길ㅜㅜ,0
산낙지..갑자기 이게 뭔지 했네..이런 음식보다 탄산음료가 훨씬더 몸에 나쁨. 이상.,0
이게진짜임??,0
근데 나도 분명히 저거 다 배웠을텐데 기억이 하나도 안나네 ㅋㅋㅋ,0
여권준비해야되나,1
읽으면 읽을수록 맞는말같노,1
역시 짱 ㅋㅋ,1
오히려 사막같은 존나 더운데서는 반팔 입으면 안되고 긴팔 입어야 하잖아,0
전라도에선 평범한일이다,1
머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ머야 닭장이자나 ㅠ,0
저거보고 지원하면됨 클린기업 ㅇㅇ,0
학생 입장에서 풀어주는게 맞다고 봄,0
사실 고사리나 가지 등의 식물도 독성이 있는 식물인데 조리해서 먹어서 괜찮은 거라고 하지 예전에 듣자 하니 고등어도 회로 먹으면 위험하다고 들었고 상어도 상어에게 물려죽는 사람보다 상어 회 등을 먹고 식중독으로 죽은 사람이 더 많다고 들었었음,0
가슴이 따뜻해지는 소식이네요,1
착해졌잖아,0
"알아서들 하라고 해
왤케 쓸데없는 곳에 싸우는지",0
배송비 ㅈㄴ비싸 ㅋㅋㅋㅋ,0
오늘부터 한국의 수도는 인천이다,0
얘가 누군대,0
화씨가 아니고 섭씨 75도??,0
전라도 ㅋㅋㅋ,0
얘 저커버그임?,0
정답,0
솔직히 성심당 대전역에 굳이 없어도 됨 본점만 잘되면 되니까,0
역시 광주다,0
피냄새난다 ㄷㄷ,1
옆을봐 제발,0
이게 옳게된나라지 씨발,0
바퀴벌레는 열에 약하구나,1
뭔솔 송중기 현 아내가 송중기보다 나이많음 40대임,0
세스코 ㄷㄷ,1
뭔 대놓고 여성혐오하네 이게 원래 펨코임?,0
아으ㅡㅡ,0
옳게 된 기술,0
이런 훌륭한 미풍양속이 지금 사라졌다는거지? 너무 슬프지않냐?,0
네 2번 5번 복수정답 입니다.,0
이런 각박한 세상에서도 저런 더러운 벌레들이 타죽는 모습을 보니 세상은 아직 살만한가 봅니다.....,1
존나 얼탱이 없네 부인분은 무사하신건가?,0
하.. 어린친구여 그곳에선 못 이룬 꿈 다 이루길 바랄게.. 고인의 명복을 빕니다.,0
부산인데도 울리던데,0
근데 모를수가있나? 날짜잡고 청첩장 뿌리기 시작하면 부서사람들 바로 겹친다고 난리칠텐데,0
그래....넌 해라,1
탐폰이 뭐임?,0
우영우의 나라,1
현 와이프도 연상임,0
요즘 쓸 데 없이 '이제'라는 말을 왤케 많이 씀?,0
정-상,1
얻어먹는 사람이 입이 고급이구만,0
솔직해서 좋다,1
자연으로 빨리좀 가라,0
왐마 자전거 타던 사람 오만가지 생각 다 들었겠네,0
배우신분,0
저 자리에 성심당 빠지면 월세 2억 낼 수 있는 업종 뭐 있냐,0
검색어에 왜 올랐나 했더니 에휴,0
해외토픽 ㄷ,0
해외인데 굳이??????,1
왜 다 여자냐,1
ㄹㅇ ㅋㅋ,0
걸스캔두애니띵~,0
"얘들아 이 사건도 그렇지만 ""단역배우 집단 성폭행 사건"" 이 사건도 널리 알려줬으면 좋겠다. 이 사건도 가해자 아무도 처벌받지 않았고 피해자 본인, 동생은 모두 자살하고 아버지는 홧병으로 돌아가셨다.",0
전라도에선 늘 있는 일이라 다들 그러려니 함,1
대학보고 이해완,0
진짜 열심히살았는데 안타깝노,0
대한민국의 희망은 멕시코다. 멕시코를 본받아야된다,0
나여기 있었어 중학생이었는데..생각나네ㅋㅋ소덕이었는뎁,0
전라도의 민주화투사 참교육 ㅆㅅㅌㅊ,1
신축은 안가는게 좋다니까,0
딸래미가 아주 복덩어리네 집오는맛이 있겠다,0
참 안타깝다,0
씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꺽꺽대면서 웃었네 와 시발ㅋㅋㅋㅋㅋ 진짜 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
정보) 광주소재 학교 급식에는 가끔 오리탕이 나온다,0
트럼프 대통령님이 대통령 되시는 게 옳긴했다,0
광주ㅋㅋ,1
맛소금 정제염 이구나 고맙다 msg 들어간거 알았는데,0
부활좀,0
"오리탕빼고는 들어본적이없는것같냐
오리탕은 맛있음",0
역시 몽골성님들 예전부터 친환경에 진심이노 ㅋㅋㅋ,1
카사바는 버블티 재료 아닌가 목숨 내놓고 마셔야 하는거였노,0
코로나 박멸 ㅋㅋㅋ,0
ㅅㅂ 야하롱 실화냐 미친,0
댓글들 아무렇지도 않게 흑인들을 비하하네,0
씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꺽꺽대면서 웃었네 와 시발ㅋㅋㅋㅋㅋ 진짜 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그거 말고도 다양하게 많음..청소도 많고 전기 소방 뭐 이런 데서 잡일하기도 하고 타일이나 크랙보수도 있고 심지어 레미탈이나 석고보드 양중하는 아줌마도 있음ㅋㅋ,0
측은하다...,0
미국의 정상화 ㄷㄷ,1
들어와 들어와,0
전라도네,1
혜화역으로 빠르게 배송~!,1
ㄷㄷ 내막 궁금하네요,0
외국 음식이 참 맛있어 보이네요~,1
무슨 심리일까 자기 소유도 아닌데 팔 생각을 하는 게,0
이게 옳게된나라지 씨발,1
대학교에서 이지메가 있구나,0
이게 경상도지 레전드네,0
옳게된 기업들ㅋㅋㅋ,0
대구 사람인데 음식은 전라도지 솔직히,0
와 마지막에 개가 횡단보도로 가네 똑똑하다,0
혈압올라서 밥먹던거 뱉음,0
"가장 맛있는 짜장은
차갑게 식은 짜장",1
경상도는 아니겠지?,1
2345 다 정답같은데 ㅋㅋ,1
씨발 또 화나네,0
임장도 안하고 청약을 넣는다고?,0
결국... AI 가 옳았다..... ㄹㅇㅋㅋ,1
관련 국가에선 민감한 사항임,0
저거 공짜로 하는 것도 아니고 돈 받고 가르쳐주는건데 돈 주는 학생에게 맞춰서 풀이해줘야지,0
경상도와 전라도를 가로지르는~,1
역시 경상도네요,1
세계 1위가 될 수 있었던 근본력,1
하... ㅠㅠ ㅅㅂ 열심히 사는 애들 왜 데려가냐,0
학폭은 영혼 살인이다.,0
싸다고 수소 쓰면 폭탄을 달고 다니는거지,0
머리 이쁘다,0
참선생,0
외국뉴스 ㅋㅋ,1
약 먹으면 진행 속도를 늦출 수 있다.,0
시공업체가 구국의 영웅이네,0
"저중에 낙지가 제일 정상이네 , 아무 독성이 없으니까",0
어디까지 사실임?,0
경 상 도,0
짱,0
저거 사회적으로 ㅈㄴ 논란이었는데,0
오리탕 저거 어떰? 눈으로만 보기엔 엄청 느끼해 보이는데,0
전라도의 흔한일상이노,0
경상도,0
으..,0
전주 완산경찰서',1
요즘이런 드림콘서트같은 단체콘서트 없어서 이런일이 안생김 의식도 성숙해졌고,0
카페인도 독이래,0
혹시 고향이?ㅋㅋㅋㅋ,0
영상을 봐야알지,0
시발안타까워죽겠네,0
전 라 도,1
입찰 못하게 한것도 아닌데 담합ㅋㅋ,0
힐 신고 무단횡단 ㄷㄷ,0
바이두에 쳐봐도 안나오네;,0
모두 영우 준비!,1
야놀자를 쓰지 않는 이유,0
둘이 먹다 하나가 죽어도 모르는 홍어삼합 ㅇㄷ??,0
광주ㅋㅋ,0
고향이 어디죠,0
"저 사건은 신해철이 라디오에서도 한마디했었지
그러고 소시노래만 주구장창틀었던가",0
성실한게 보이네...안타깝다,0
물고기도 숯불에 구우면 맛있다,1
부산은 어떤 곳일까..,0
전주,0
아니 왜 죽인거야,0
착,0
꽃 한 송이 35만원 실화냐..?,0
그러니까 정상화 진행중?,1
해외 이슈 들고오지마라 관심없다,1
미나리가맛있음,0
아 2 5 빡세네 ㅋㅋㅋㅋ,1
해외뉴우쓰,0
수첩에 적은글들보니까 뭔가 더 짠하네,0
명동 한복판 제일 비싼곳도 월세 2억대인데 대전 기차역에 월세4억 내고 자리 잡고 있을 이유가 뭐임? 걍 나가는게 서로 좋을듯,0
차이 많이 날걸? 2000년대 초반에는 우리나라에서도 저런 사고 뉴스에 몇 번 나온듯,0
중국인줄 ㅋㅋ,1
헬륨보다 싼가?,0
충청도 전통임,1
오리탕은 맛있다,0
해외요리 특선이네요,0
아니 이걸 이렇게 이긴다고?,0
건축업체를 응원해야 하나,1
공장장 처벌해야지 ㅇㅇㅇㅇㅇ,0
아키 열매 저거 과라나 아님?,0
주민들 보기 좋으라고 꽃 심어놓은 건데 그걸 왜 맘대로 훼손하고 그럼…,0
근데 산낙지는 왜 꿈틀거림? 그냥 낙지랑은 다름?,0
75도는 씨발ㅋㅋㅋ,0
저건맏지,1
좋네 이거 ㅋㅋㅋㅋ,0
씁쓸하다,0
꽃소금 이라고 된거 사면 된다. 온라인에서는 그냥 정제염 이나 한주소금,0
얼마나 무시 당했길래,0
외국음식,0
틀린말없는게 웃김,0
한심하노,0
이게뭔개소리임 성심당 거기서 빼면 결국 코레일이 손핸데,0
우수기업이네 구매운동 해야겠네,0
"저거 레진피규어잖아 ㅋㅋㅋㅋㅋ

개당 적어도 20은넘을텐데 저포켓몬도 30넘고",0
옳게된 기업,0
전북ㅋㅋㅋㅋㅋㅋㅋㅋ,0
사막사는 애들이 긴팔입는 이유가 다 있는거다,0
"부인분 어떻게 되셨냐
그게 제일 중요한데",0
전라도 밀양이래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
전 라 도,0
이게 논란까지 갈일인가 누가봐도 알려준사람 잘못인데,0
우리나라로 치면 민속촌 간거아님? 뭐가문제야,0
원래 매출에 따른 임대료협상은 기본인데?,0
그래서 미국이 영국을 제치고 세계 최강대국이 된거지,1
소시가 텐미닛부른건줄,0
19살이면 나보다어리네 안타깝다,0
대 이 화 ㅋㅋㅋㅋ,1
대학보고 이해완,1
올바르게 된 사상,1
저분은 정상이시네,0
"복털조개 = 피조개. 식재료 관리 잘못하면 어패류 다 위험함. 캐슈넛 = 우루시올, 일명 옻 옮는다는거. 옻 알러지 없으면 걍 아무 증상 없음. 대황 = 한약재, 옥살산은 시금치 파슬리에도 많다.",0
열심히살았는데 안타깝다,0
ㅇㅇ맞음 왜 강릉으로 나왔지 ㅋㅋ,0
오리탕 괜찮음. 근데 고기 먹을 생각이면 별로일 수 있음. 떡갈비는 잘 안먹음. 담양 돼지갈비를 더 많이 먹음.,0
퍽킹 레이시스트,0
정제염 ㅋㅋ 우마이 ㅋㅋ,0
"면세점업체에서
""한국물건 싹 쓸어버리자""
라는 광고 문구래",0
존나 맘에드네,0
ㅡ전라도ㅡ,1
역시 짱 ㅋㅋ,0
P,1
대구',0
"손님들' 이라는거 보니 그냥 유럽여행 가이드인거 같은데. 게다가 다음에 같은 숙소면< 이것도 가이드라 그런거 같고
그럼 저정도 모이는거 말됨.",0
식품 제조 업체도 천일염 안쓰고 수입한 정제염 씀,0
예?,0
배송비 너무 비싼데,0
압상트는 좆도 독성 1도 없는거 밝혀진지가 언젠데 개소리하누 ㅋㅋㅋ,0
2,0
한공주 ㄹㅇ 모르고 봤다가 기분 드러워졌던 영환데 영화 심의때문에 실제사건보단 순화했다는게 함정,0
경상도는 아니겠지?,0
혹시 여자신가요?,1
용의자 본인 주장에 따르면 학교내 그룹 모임이 본인을 따돌려서 울화가 치밀어 저질렀다 라고 했습니다,0
이게 맞지 이건 잘한다,1
근본있는 헬스장이네,0
모두 우영우 준비!!,0
만화가 GOAT,0
너 전라도지?,1
한국 정부 일 잘 하네,1
이젠 콴다말고 챗지피티나 뤼튼 쓰면 됨 ㅋㅋ,0
니들이 신경 쓸 부분은 아님,0
자세한건 나와봐야 알겠지만 총기난사가 아니라 망치난사라 사람들이 덜 다쳐서 다행이라고 봐야하나,0
주작,0
공익목적인데 왜 상호를 안 까,0
근-본,0
아 나쁜말마렵네,0
ㄹㅇ 뭐가 잘못인지도 모르네 ㅋㅋㅋㅋ,0
모텔이 먼저 있던거면 입주자들은 할 말이 없지,0
진짜 안타깝다 안전불감증 문제 심각하네;;;,0
두번째 짤 크런키는 뭐임 ㅋㅋㅋ,0
근데 왜 국민대가 강원도 강릉시냐고ㅋ,0
센스있노 ㅋㅋㅋㅋㅋㅋ,0
착,1
크으 1티어 만화가,0
그리고 로그를 쓴다고 해도 그냥 상용로그 써도 되는데 굳이 ln을 왜 쓰는거지?,0
하루 16만원 받는 거면 드감,0
맞말이네,0
어떻게 무시했는데,0
많이많이 생겼으면 좋겠다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
자전거 타던 분 몸 굳어서 못움직이셨네,0
그립읍니다...,0
부활좀,1
전대미문의 자유라. 역시 미국은 다르네,1
착해진 사람은 없는건가요 ㅜ,1
와 읽으실수있어요?,1
근데 원래 아파트 계약할 때 보지도 않고 계약함?,0
꽃 의외로 비싸대매,0
"한국으로 치면 독감정도임
치료제도 있긴 있음
최근 중국에서 많이 발생해서 who가 관심있게 보는중
손발 잘 씻으면 걱정 안해도 됨",0
음식점들에선 아직도 천일염 포대기째로 사서 넣던데,0
개들도 똑똑해서 신호 잘 지키던데,0
꼴랑 무한리필에 실망했다는 것만으로 친구 손절하라는거보면 지들도 별로 친구를 중요하게 안 여기는것 같구만 무슨 ㅋㅋㅋ,0
에혀,0
착해졌잖아,1
그냥 나은 수준이 아닌데,0
와 개역겹긴하네,0
저학년꺼 그 수준에 맞게 푸는거 은근 어렵더라,0
차주 아내분은 진짜 상상이상의 공포를 느끼셨을듯,0
실리콘은 무해함,0
P,0
현실은 이끼보다 더 하네,0
정상화 드가자,1
저거 여러사람 손탄거일텐데 찝찝하지않나,0
전라도,0
"와 갓댕이 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
이래서 갓댕이 갓댕이 하는구나",0
상어는 죽자마자 부패를 시작해서 1~2시간만 흘러도 암모니아 냄새남,0
나도 수1 배울때 초반에 야매로 푸는법만 쓰다가 나중에 개고생했는데,0
이건좀 무섭다,0
대우영우시대,1
경 상 도,0
전라도의 민주화투사 참교육 ㅆㅅㅌㅊ,0
훔쳤다는 단어에 초점 맞춰서 어린애들 강제로 노역 시키고 아무런 보상도 안주는 노동착취는 왜 넘어가노,0
출근할때 안기는거보소 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
이건 볼때마다 웃기네 시발 ㅋㅋㅋ,1
와 정말 큰일이네요 ㅠㅠ 오또카지 ㅠㅠㅠㅠ,1
"과거엔 이해라도 갔지 2~3교대 였으니
지금은 4교대니 자면 안되고",0
엄마도 딸도 아빠한테 안기는거봐라 ㅠㅠㅠㅠ 엄마가 더 안김 ㅠㅠㅜㅠㅜㅠ퓨ㅠㅠㅠ,0
난 친구가 무한리필 사준다 하면 데굴데굴 절하면서감,0
눈물을흘리며기립박수,1
선지는 대체 얼마나한다고 재활용하는거냐??,0
광주 ㅋㅋㅋ,1
전대미문의 자유라. 역시 미국은 다르네,0
해외토픽,0
선생도 선생인데 학생도 별론데 그냥 정중하게 본 풀이법도 알려주세요라고 말하면 되는거 아닌가?,0
"저 식당 심지어 불법영업이던데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
조회해보니 농지라고 함",0
일제는 조선인을 실은 배를 침몰시켜서 아예 100% 죽여버림,0
베트남어 공부 열심히 하세요,0
몽키매직 ㅋㅋ,1
여성인권 높은 멕시코의 좋은문화 받아들이자,0
전라도에선 평범한일이다,0
바퀴벌레가 눈에 띄면 이미 수백마리가 살고 있는 것…,1
ㅋㅋㅋ 나 저기 있었는지 사실 왜 불끄라는건지도 몰랐음,0
